"external_references","severity","detection_time","cvss2_score","condition","updated","cvss3_score","Architecture","published","Name","Version","cve","Title"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1705094"",""https://www.mozilla.org/security/advisories/mfsa2022-01/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22749""]","Medium","2023-10-05T15:56:55+00:00",0,"less than 96.0","2022-12-29",4.3,"x86","2022-12-22","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2022-22749","CVE-2022-22749 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1705211"",""https://www.mozilla.org/security/advisories/mfsa2022-01/"",""https://www.mozilla.org/security/advisories/mfsa2022-02/"",""https://www.mozilla.org/security/advisories/mfsa2022-03/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22748""]","Medium","2023-10-05T15:56:55+00:00",0,"less than 96.0","2022-12-29",6.5,"x86","2022-12-22","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2022-22748","CVE-2022-22748 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1735028"",""https://www.mozilla.org/security/advisories/mfsa2022-01/"",""https://www.mozilla.org/security/advisories/mfsa2022-02/"",""https://www.mozilla.org/security/advisories/mfsa2022-03/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22747""]","Medium","2023-10-05T15:56:55+00:00",0,"less than 96.0","2022-12-29",6.5,"x86","2022-12-22","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2022-22747","CVE-2022-22747 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1735856"",""https://www.mozilla.org/security/advisories/mfsa2022-01/"",""https://www.mozilla.org/security/advisories/mfsa2022-02/"",""https://www.mozilla.org/security/advisories/mfsa2022-03/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22745""]","Medium","2023-10-05T15:56:55+00:00",0,"less than 96.0","2022-12-29",6.5,"x86","2022-12-22","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2022-22745","CVE-2022-22745 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1739220"",""https://www.mozilla.org/security/advisories/mfsa2022-01/"",""https://www.mozilla.org/security/advisories/mfsa2022-02/"",""https://www.mozilla.org/security/advisories/mfsa2022-03/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22743""]","Medium","2023-10-05T15:56:55+00:00",0,"less than 96.0","2022-12-29",4.3,"x86","2022-12-22","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2022-22743","CVE-2022-22743 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1739923"",""https://www.mozilla.org/security/advisories/mfsa2022-01/"",""https://www.mozilla.org/security/advisories/mfsa2022-02/"",""https://www.mozilla.org/security/advisories/mfsa2022-03/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22742""]","Medium","2023-10-05T15:56:55+00:00",0,"less than 96.0","2022-12-29",6.5,"x86","2022-12-22","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2022-22742","CVE-2022-22742 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1740389"",""https://www.mozilla.org/security/advisories/mfsa2022-01/"",""https://www.mozilla.org/security/advisories/mfsa2022-02/"",""https://www.mozilla.org/security/advisories/mfsa2022-03/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22741""]","High","2023-10-05T15:56:55+00:00",0,"less than 96.0","2022-12-29",7.5,"x86","2022-12-22","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2022-22741","CVE-2022-22741 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1742334"",""https://www.mozilla.org/security/advisories/mfsa2022-01/"",""https://www.mozilla.org/security/advisories/mfsa2022-02/"",""https://www.mozilla.org/security/advisories/mfsa2022-03/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22740""]","High","2023-10-05T15:56:55+00:00",0,"less than 96.0","2022-12-29",8.8,"x86","2022-12-22","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2022-22740","CVE-2022-22740 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1744158"",""https://www.mozilla.org/security/advisories/mfsa2022-01/"",""https://www.mozilla.org/security/advisories/mfsa2022-02/"",""https://www.mozilla.org/security/advisories/mfsa2022-03/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22739""]","Medium","2023-10-05T15:56:55+00:00",0,"less than 96.0","2022-12-29",6.5,"x86","2022-12-22","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2022-22739","CVE-2022-22739 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1742382"",""https://www.mozilla.org/security/advisories/mfsa2022-01/"",""https://www.mozilla.org/security/advisories/mfsa2022-02/"",""https://www.mozilla.org/security/advisories/mfsa2022-03/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22738""]","High","2023-10-05T15:56:55+00:00",0,"less than 96.0","2022-12-29",8.8,"x86","2022-12-22","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2022-22738","CVE-2022-22738 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1745874"",""https://www.mozilla.org/security/advisories/mfsa2022-01/"",""https://www.mozilla.org/security/advisories/mfsa2022-02/"",""https://www.mozilla.org/security/advisories/mfsa2022-03/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22737""]","High","2023-10-05T15:56:55+00:00",0,"less than 96.0","2023-08-08",7.5,"x86","2022-12-22","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2022-22737","CVE-2022-22737 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1742692"",""https://www.mozilla.org/security/advisories/mfsa2022-01/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22736""]","High","2023-10-05T15:56:55+00:00",0,"less than 96.0","2023-08-08",7,"x86","2022-12-22","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2022-22736","CVE-2022-22736 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1770137"",""https://www.mozilla.org/security/advisories/mfsa2022-19/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-1802""]","High","2023-10-05T15:56:55+00:00",0,"less than 100.0.2","2022-12-29",8.8,"x86","2022-12-22","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2022-1802","CVE-2022-1802 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1770048"",""https://www.mozilla.org/security/advisories/mfsa2022-19/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-1529""]","High","2023-10-05T15:56:55+00:00",0,"less than 100.0.2","2022-12-29",8.8,"x86","2022-12-22","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2022-1529","CVE-2022-1529 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1745667"",""https://www.mozilla.org/security/advisories/mfsa2022-13/"",""https://www.mozilla.org/security/advisories/mfsa2022-14/"",""https://www.mozilla.org/security/advisories/mfsa2022-15/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-1097""]","Medium","2023-10-05T15:56:55+00:00",0,"less than 99.0","2022-12-29",6.5,"x86","2022-12-22","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2022-1097","CVE-2022-1097 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/buglist.cgi?bug_id=1746523%2C1749062%2C1749164%2C1749214%2C1749610%2C1750032%2C1752100%2C1752405%2C1753612%2C1754508"",""https://www.mozilla.org/security/advisories/mfsa2022-10/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-0843""]","High","2023-10-05T15:56:55+00:00",0,"less than 97.0","2022-12-29",8.8,"x86","2022-12-22","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2022-0843","CVE-2022-0843 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/buglist.cgi?bug_id=1713579%2C1735448%2C1743821%2C1746313%2C1746314%2C1746316%2C1746321%2C1746322%2C1746323%2C1746412%2C1746430%2C1746451%2C1746488%2C1746875%2C1746898%2C1746905%2C1746907%2C1746917%2C1747128%2C1747137%2C1747331%2C1747346%2C1747439%2C1747457%2C1747870%2C1749051%2C1749274%2C1749831"",""https://www.mozilla.org/security/advisories/mfsa2022-04/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-0511""]","High","2023-10-05T15:56:55+00:00",0,"less than 97.0","2022-12-29",8.8,"x86","2022-12-22","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2022-0511","CVE-2022-0511 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1746720"",""https://www.mozilla.org/security/advisories/mfsa2022-01/"",""https://www.mozilla.org/security/advisories/mfsa2022-02/"",""https://www.mozilla.org/security/advisories/mfsa2022-03/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-4140""]","Critical","2023-10-05T15:56:55+00:00",0,"less than 96.0","2023-01-03",10,"x86","2022-12-22","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2021-4140","CVE-2021-4140 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/buglist.cgi?bug_id=1393362%2C1736046%2C1736751%2C1737009%2C1739372%2C1739421"",""https://www.mozilla.org/security/advisories/mfsa2021-52/"",""https://www.mozilla.org/security/advisories/mfsa2021-53/"",""https://www.mozilla.org/security/advisories/mfsa2021-54/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-4129""]","Critical","2023-10-05T15:56:55+00:00",0,"less than 95.0","2023-08-08",9.8,"x86","2022-12-22","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2021-4129","CVE-2021-4129 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1737751"",""https://lists.debian.org/debian-lts-announce/2021/12/msg00030.html"",""https://lists.debian.org/debian-lts-announce/2022/01/msg00001.html"",""https://security.gentoo.org/glsa/202202-03"",""https://security.gentoo.org/glsa/202208-14"",""https://www.debian.org/security/2021/dsa-5026"",""https://www.debian.org/security/2022/dsa-5034"",""https://www.mozilla.org/security/advisories/mfsa2021-52/"",""https://www.mozilla.org/security/advisories/mfsa2021-53/"",""https://www.mozilla.org/security/advisories/mfsa2021-54/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43546""]","Medium","2023-10-05T15:56:55+00:00",4.3,"less than 95.0","2022-12-09",4.3,"x86","2021-12-08","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2021-43546","CVE-2021-43546 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1720926"",""https://lists.debian.org/debian-lts-announce/2021/12/msg00030.html"",""https://lists.debian.org/debian-lts-announce/2022/01/msg00001.html"",""https://security.gentoo.org/glsa/202202-03"",""https://security.gentoo.org/glsa/202208-14"",""https://www.debian.org/security/2021/dsa-5026"",""https://www.debian.org/security/2022/dsa-5034"",""https://www.mozilla.org/security/advisories/mfsa2021-52/"",""https://www.mozilla.org/security/advisories/mfsa2021-53/"",""https://www.mozilla.org/security/advisories/mfsa2021-54/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43545""]","Medium","2023-10-05T15:56:55+00:00",4.3,"less than 95.0","2022-12-09",6.5,"x86","2021-12-08","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2021-43545","CVE-2021-43545 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1738418"",""https://lists.debian.org/debian-lts-announce/2021/12/msg00030.html"",""https://lists.debian.org/debian-lts-announce/2022/01/msg00001.html"",""https://security.gentoo.org/glsa/202202-03"",""https://security.gentoo.org/glsa/202208-14"",""https://www.debian.org/security/2021/dsa-5026"",""https://www.debian.org/security/2022/dsa-5034"",""https://www.mozilla.org/security/advisories/mfsa2021-52/"",""https://www.mozilla.org/security/advisories/mfsa2021-53/"",""https://www.mozilla.org/security/advisories/mfsa2021-54/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43543""]","Medium","2023-10-05T15:56:55+00:00",4.3,"less than 95.0","2022-12-09",6.1,"x86","2021-12-08","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2021-43543","CVE-2021-43543 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1723281"",""https://lists.debian.org/debian-lts-announce/2021/12/msg00030.html"",""https://lists.debian.org/debian-lts-announce/2022/01/msg00001.html"",""https://security.gentoo.org/glsa/202202-03"",""https://security.gentoo.org/glsa/202208-14"",""https://www.debian.org/security/2021/dsa-5026"",""https://www.debian.org/security/2022/dsa-5034"",""https://www.mozilla.org/security/advisories/mfsa2021-52/"",""https://www.mozilla.org/security/advisories/mfsa2021-53/"",""https://www.mozilla.org/security/advisories/mfsa2021-54/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43542""]","Medium","2023-10-05T15:56:55+00:00",4.3,"less than 95.0","2022-12-09",6.5,"x86","2021-12-08","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2021-43542","CVE-2021-43542 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1696685"",""https://lists.debian.org/debian-lts-announce/2021/12/msg00030.html"",""https://lists.debian.org/debian-lts-announce/2022/01/msg00001.html"",""https://security.gentoo.org/glsa/202202-03"",""https://security.gentoo.org/glsa/202208-14"",""https://www.debian.org/security/2021/dsa-5026"",""https://www.debian.org/security/2022/dsa-5034"",""https://www.mozilla.org/security/advisories/mfsa2021-52/"",""https://www.mozilla.org/security/advisories/mfsa2021-53/"",""https://www.mozilla.org/security/advisories/mfsa2021-54/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43541""]","Medium","2023-10-05T15:56:55+00:00",4.3,"less than 95.0","2022-12-09",6.5,"x86","2021-12-08","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2021-43541","CVE-2021-43541 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1636629"",""https://security.gentoo.org/glsa/202202-03"",""https://www.mozilla.org/security/advisories/mfsa2021-52/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43540""]","Medium","2023-10-05T15:56:55+00:00",4.3,"less than 95.0","2022-07-12",6.5,"x86","2021-12-08","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2021-43540","CVE-2021-43540 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1739683"",""https://lists.debian.org/debian-lts-announce/2021/12/msg00030.html"",""https://lists.debian.org/debian-lts-announce/2022/01/msg00001.html"",""https://security.gentoo.org/glsa/202202-03"",""https://security.gentoo.org/glsa/202208-14"",""https://www.debian.org/security/2021/dsa-5026"",""https://www.debian.org/security/2022/dsa-5034"",""https://www.mozilla.org/security/advisories/mfsa2021-52/"",""https://www.mozilla.org/security/advisories/mfsa2021-53/"",""https://www.mozilla.org/security/advisories/mfsa2021-54/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43539""]","High","2023-10-05T15:56:55+00:00",6.8,"less than 95.0","2022-12-09",8.8,"x86","2021-12-08","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2021-43539","CVE-2021-43539 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1739091"",""https://lists.debian.org/debian-lts-announce/2021/12/msg00030.html"",""https://lists.debian.org/debian-lts-announce/2022/01/msg00001.html"",""https://security.gentoo.org/glsa/202202-03"",""https://security.gentoo.org/glsa/202208-14"",""https://www.debian.org/security/2021/dsa-5026"",""https://www.debian.org/security/2022/dsa-5034"",""https://www.mozilla.org/security/advisories/mfsa2021-52/"",""https://www.mozilla.org/security/advisories/mfsa2021-53/"",""https://www.mozilla.org/security/advisories/mfsa2021-54/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43538""]","Medium","2023-10-05T15:56:55+00:00",4.3,"less than 95.0","2022-12-09",4.3,"x86","2021-12-08","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2021-43538","CVE-2021-43538 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1738237"",""https://lists.debian.org/debian-lts-announce/2021/12/msg00030.html"",""https://lists.debian.org/debian-lts-announce/2022/01/msg00001.html"",""https://security.gentoo.org/glsa/202202-03"",""https://security.gentoo.org/glsa/202208-14"",""https://www.debian.org/security/2021/dsa-5026"",""https://www.debian.org/security/2022/dsa-5034"",""https://www.mozilla.org/security/advisories/mfsa2021-52/"",""https://www.mozilla.org/security/advisories/mfsa2021-53/"",""https://www.mozilla.org/security/advisories/mfsa2021-54/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43537""]","High","2023-10-05T15:56:55+00:00",6.8,"less than 95.0","2022-12-09",8.8,"x86","2021-12-08","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2021-43537","CVE-2021-43537 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1730120"",""https://lists.debian.org/debian-lts-announce/2021/12/msg00030.html"",""https://lists.debian.org/debian-lts-announce/2022/01/msg00001.html"",""https://security.gentoo.org/glsa/202202-03"",""https://security.gentoo.org/glsa/202208-14"",""https://www.debian.org/security/2021/dsa-5026"",""https://www.debian.org/security/2022/dsa-5034"",""https://www.mozilla.org/security/advisories/mfsa2021-52/"",""https://www.mozilla.org/security/advisories/mfsa2021-53/"",""https://www.mozilla.org/security/advisories/mfsa2021-54/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43536""]","Medium","2023-10-05T15:56:55+00:00",4.3,"less than 95.0","2023-08-08",6.5,"x86","2021-12-08","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2021-43536","CVE-2021-43536 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1667102"",""https://lists.debian.org/debian-lts-announce/2021/12/msg00030.html"",""https://lists.debian.org/debian-lts-announce/2022/01/msg00001.html"",""https://www.debian.org/security/2021/dsa-5026"",""https://www.debian.org/security/2022/dsa-5034"",""https://www.mozilla.org/security/advisories/mfsa2021-43/"",""https://www.mozilla.org/security/advisories/mfsa2021-49/"",""https://www.mozilla.org/security/advisories/mfsa2021-50/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43535""]","High","2023-10-05T15:56:55+00:00",6.8,"less than 93.0","2022-03-17",8.8,"x86","2021-12-08","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2021-43535","CVE-2021-43535 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/buglist.cgi?bug_id=1606864%2C1712671%2C1730048%2C1735152"",""https://lists.debian.org/debian-lts-announce/2021/12/msg00030.html"",""https://lists.debian.org/debian-lts-announce/2022/01/msg00001.html"",""https://www.debian.org/security/2021/dsa-5026"",""https://www.debian.org/security/2022/dsa-5034"",""https://www.mozilla.org/security/advisories/mfsa2021-48/"",""https://www.mozilla.org/security/advisories/mfsa2021-49/"",""https://www.mozilla.org/security/advisories/mfsa2021-50/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43534""]","High","2023-10-05T15:56:55+00:00",6.8,"less than 94.0","2022-03-17",8.8,"x86","2021-12-08","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2021-43534","CVE-2021-43534 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1724233"",""https://www.mozilla.org/security/advisories/mfsa2021-48/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43533""]","Medium","2023-10-05T15:56:55+00:00",4.3,"less than 94.0","2021-12-10",4.3,"x86","2021-12-08","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2021-43533","CVE-2021-43533 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1719203"",""https://www.mozilla.org/security/advisories/mfsa2021-48/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43532""]","Medium","2023-10-05T15:56:55+00:00",5.8,"less than 94.0","2021-12-10",6.1,"x86","2021-12-08","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2021-43532","CVE-2021-43532 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1659155"",""https://www.mozilla.org/security/advisories/mfsa2021-48/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43531""]","Medium","2023-10-05T15:56:55+00:00",4.3,"less than 94.0","2021-12-10",4.3,"x86","2021-12-08","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2021-43531","CVE-2021-43531 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1718571"",""https://lists.debian.org/debian-lts-announce/2021/12/msg00030.html"",""https://lists.debian.org/debian-lts-announce/2022/01/msg00001.html"",""https://security.gentoo.org/glsa/202202-03"",""https://security.gentoo.org/glsa/202208-14"",""https://www.debian.org/security/2021/dsa-5026"",""https://www.debian.org/security/2022/dsa-5034"",""https://www.mozilla.org/security/advisories/mfsa2021-48/"",""https://www.mozilla.org/security/advisories/mfsa2021-49/"",""https://www.mozilla.org/security/advisories/mfsa2021-50/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-38509""]","Medium","2023-10-05T15:56:55+00:00",4.3,"less than 94.0","2022-12-09",4.3,"x86","2021-12-08","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2021-38509","CVE-2021-38509 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1366818"",""https://lists.debian.org/debian-lts-announce/2021/12/msg00030.html"",""https://lists.debian.org/debian-lts-announce/2022/01/msg00001.html"",""https://security.gentoo.org/glsa/202202-03"",""https://security.gentoo.org/glsa/202208-14"",""https://www.debian.org/security/2021/dsa-5026"",""https://www.debian.org/security/2022/dsa-5034"",""https://www.mozilla.org/security/advisories/mfsa2021-48/"",""https://www.mozilla.org/security/advisories/mfsa2021-49/"",""https://www.mozilla.org/security/advisories/mfsa2021-50/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-38508""]","Medium","2023-10-05T15:56:55+00:00",4.3,"less than 94.0","2022-12-09",4.3,"x86","2021-12-08","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2021-38508","CVE-2021-38508 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1730935"",""https://lists.debian.org/debian-lts-announce/2021/12/msg00030.html"",""https://lists.debian.org/debian-lts-announce/2022/01/msg00001.html"",""https://security.gentoo.org/glsa/202202-03"",""https://security.gentoo.org/glsa/202208-14"",""https://www.debian.org/security/2021/dsa-5026"",""https://www.debian.org/security/2022/dsa-5034"",""https://www.mozilla.org/security/advisories/mfsa2021-48/"",""https://www.mozilla.org/security/advisories/mfsa2021-49/"",""https://www.mozilla.org/security/advisories/mfsa2021-50/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-38507""]","Medium","2023-10-05T15:56:55+00:00",4.3,"less than 94.0","2022-12-09",6.5,"x86","2021-12-08","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2021-38507","CVE-2021-38507 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1730750"",""https://lists.debian.org/debian-lts-announce/2021/12/msg00030.html"",""https://lists.debian.org/debian-lts-announce/2022/01/msg00001.html"",""https://security.gentoo.org/glsa/202202-03"",""https://security.gentoo.org/glsa/202208-14"",""https://www.debian.org/security/2021/dsa-5026"",""https://www.debian.org/security/2022/dsa-5034"",""https://www.mozilla.org/security/advisories/mfsa2021-48/"",""https://www.mozilla.org/security/advisories/mfsa2021-49/"",""https://www.mozilla.org/security/advisories/mfsa2021-50/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-38506""]","Medium","2023-10-05T15:56:55+00:00",4.3,"less than 94.0","2022-12-09",4.3,"x86","2021-12-08","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2021-38506","CVE-2021-38506 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1730156"",""https://lists.debian.org/debian-lts-announce/2021/12/msg00030.html"",""https://lists.debian.org/debian-lts-announce/2022/01/msg00001.html"",""https://security.gentoo.org/glsa/202202-03"",""https://security.gentoo.org/glsa/202208-14"",""https://www.debian.org/security/2021/dsa-5026"",""https://www.debian.org/security/2022/dsa-5034"",""https://www.mozilla.org/security/advisories/mfsa2021-48/"",""https://www.mozilla.org/security/advisories/mfsa2021-49/"",""https://www.mozilla.org/security/advisories/mfsa2021-50/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-38504""]","High","2023-10-05T15:56:55+00:00",6.8,"less than 94.0","2022-12-09",8.8,"x86","2021-12-08","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2021-38504","CVE-2021-38504 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/show_bug.cgi?id=1729517"",""https://lists.debian.org/debian-lts-announce/2021/12/msg00030.html"",""https://lists.debian.org/debian-lts-announce/2022/01/msg00001.html"",""https://security.gentoo.org/glsa/202202-03"",""https://security.gentoo.org/glsa/202208-14"",""https://www.debian.org/security/2021/dsa-5026"",""https://www.debian.org/security/2022/dsa-5034"",""https://www.mozilla.org/security/advisories/mfsa2021-48/"",""https://www.mozilla.org/security/advisories/mfsa2021-49/"",""https://www.mozilla.org/security/advisories/mfsa2021-50/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-38503""]","Critical","2023-10-05T15:56:55+00:00",7.5,"less than 94.0","2022-12-09",10,"x86","2021-12-08","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2021-38503","CVE-2021-38503 affects Mozilla Firefox 45.0 (x86 ru)"
"[""https://bugzilla.mozilla.org/buglist.cgi?bug_id=1685354%2C1715755%2C1723176"",""https://www.mozilla.org/security/advisories/mfsa2021-43/"",""https://www.mozilla.org/security/advisories/mfsa2021-45/"",""https://www.mozilla.org/security/advisories/mfsa2021-47/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-38501""]","High","2023-10-05T15:56:55+00:00",6.8,"less than 93.0","2021-11-04",8.8,"x86","2021-11-03","Mozilla Firefox 45.0 (x86 ru)","45.0","CVE-2021-38501","CVE-2021-38501 affects Mozilla Firefox 45.0 (x86 ru)"
